elementId	reviewGroup	decisionStatus	targetCategory	roles	disposition	rationale	replacement	migrationGuideAnchor	ownerPhase	notes
method:org.hibernate.dialect.Dialect#getSelectClauseNullString(org.hibernate.metamodel.mapping.SqlTypedMapping,org.hibernate.type.spi.TypeConfiguration)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects render typed null expressions for union queries using complete SQL mapping information and may delegate mappings requiring no special cast to inherited rendering.			Phase 5	Two overrides and two consumers were observed; make this the sole typed-null hook and ensure SqlTypedMapping and the required TypeConfiguration operations are in the supported provider boundary.
method:org.hibernate.dialect.Dialect#narrowCastType(int)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects define cast-target type names for positions such as set-returning-function declarations where LOB type names are not accepted, while delegating other codes to inherited rendering.			Phase 5	One override, two consumers, and provider super-delegation were observed; retain the focused Incubating hook because its semantic constraint differs from general castType rendering.
method:org.hibernate.dialect.Dialect#equivalentTypes(int,int)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects refine JDBC and extended SqlTypes equivalence for schema validation and migration while delegating unmatched type pairs to the inherited compatibility rules.			Phase 5	Three overrides and three direct consumers were observed; document the accepted type-code domain and the directional compatibility semantics used by the inherited implementation.
method:org.hibernate.dialect.Dialect#resolveSqlTypeCode(java.lang.String,org.hibernate.type.spi.TypeConfiguration)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects resolve complete database-reported type names, including vendor, array, and parameterized forms, while delegating standard parsing and registry lookup.			Phase 5	Eight overrides, eight consumers, and extensive provider super-delegation were observed; retain its nullable result and document that this overload receives the complete reported type name before base-name lookup.
method:org.hibernate.dialect.Dialect#resolveSqlTypeCode(java.lang.String,java.lang.String,org.hibernate.type.spi.TypeConfiguration)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects resolve database-reported types using both the original and normalized base names while delegating standard registry lookup.			Phase 5	Four overrides, five consumers, and provider super-delegation were observed; this nullable overload is independently overridden and is therefore a distinct supported variation point.
method:org.hibernate.dialect.Dialect#resolveSqlTypeDescriptor(java.lang.String,int,int,int,org.hibernate.type.descriptor.jdbc.spi.JdbcTypeRegistry)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects replace or refine the JDBC descriptor inferred from result-set metadata while delegating standard registry resolution.			Phase 5	Twenty-nine overrides, twenty consumers, and extensive provider super-delegation were observed; JdbcTypeRegistry is already SPI and the remaining signature types form a focused metadata-resolution boundary.
method:org.hibernate.dialect.Dialect#resolveSqlTypeLength(java.lang.String,int,int,int,int)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects normalize database-specific precision, length, scale, and display-size metadata into the length Hibernate uses for the resolved SQL type.			Phase 5	Five overrides, two consumers, and provider super-delegation were observed; retain this focused primitive-and-String boundary and document that JDBC precision may represent character length.
method:org.hibernate.dialect.Dialect#getEnumTypeDeclaration(java.lang.String,java.lang.String[])	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects render inline enum declarations or named enum type references from the database type name and relational enumeration values.			Phase 5	Eight overrides and four consumers were observed; retain the database-facing overload as the overridable hook and document that values are relational representations which might differ from Java enum constant names.
method:org.hibernate.dialect.Dialect#getEnumTypeDeclaration(java.lang.Class)	TYPE_AND_FUNCTION	APPROVED	SPI	USE	RETAIN	Provider enum JDBC types use this convenience to obtain a named enum type reference when only the Java enum class is available.			Phase 5	No overrides and three provider-oriented consumers were observed; make this a non-overridable convenience delegating to the database-facing overload and limit its contract to cases where the declaration does not depend on converted relational values.
method:org.hibernate.dialect.Dialect#getCreateEnumTypeCommand(java.lang.String,java.lang.String[])	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects render the database-specific commands which create a named enum type from its relational enumeration values.			Phase 5	Four overrides and four consumers were observed; retain the database-facing overload as the overridable hook with an empty array meaning no separate named-type creation is required.
method:org.hibernate.dialect.Dialect#getCreateEnumTypeCommand(java.lang.Class)	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REMOVE	Named enum creation must use the relational enumeration values selected by mapping and conversion rather than independently deriving Java enum constant names.	getCreateEnumTypeCommand(String, String[]) with the mapped relational values		Phase 5	No overrides or consumers were observed; remove this unused and potentially misleading convenience and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getDropEnumTypeCommand(java.lang.String)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects render the database-specific commands which drop a named enum type.			Phase 5	Four overrides and one direct delegating consumer were observed; retain the database-facing name overload as the overridable hook with an empty array meaning no separate named type is dropped.
method:org.hibernate.dialect.Dialect#getDropEnumTypeCommand(java.lang.Class)	TYPE_AND_FUNCTION	APPROVED	SPI	USE	RETAIN	Provider enum JDBC types use this convenience to derive the named enum type and obtain its database-specific drop commands.			Phase 5	No overrides and three provider-oriented consumers were observed; make this a non-overridable convenience delegating to the String hook.
method:org.hibernate.dialect.Dialect#getCheckCondition(java.lang.String,java.util.Collection,org.hibernate.type.descriptor.jdbc.JdbcType)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects render discrete-value check constraints using the mapped relational values and their JDBC type, allowing database-specific quoting and predicate syntax.			Phase 5	One override and two consumers were observed; make this the single discrete-value variation point, migrate the Spanner family to it, and document supported character and integral JDBC types plus null-value semantics.
method:org.hibernate.dialect.Dialect#getCheckCondition(java.lang.String,long,long)	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects render compact integral-range check constraints for ordinal enum mappings and may replace the inherited BETWEEN form when required.			Phase 5	No overrides and one consumer were observed; retain the semantically distinct range hook rather than expanding ordinal ranges into potentially large discrete value collections.
method:org.hibernate.dialect.Dialect#getCheckCondition(java.lang.String,java.lang.String[])	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REMOVE	The String-array overload duplicates the general discrete-value hook without carrying the JDBC type needed for complete rendering semantics.	getCheckCondition(String, Collection<?>, JdbcType) with a character JdbcType		Phase 5	One Spanner override and two consumers were observed; migrate BooleanJavaType and the Spanner behavior to the general hook, remove the Class-overload delegation, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCheckCondition(java.lang.String,java.lang.Long[])	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REMOVE	The boxed-long overload duplicates the general discrete-value hook without carrying the JDBC type needed for complete rendering semantics.	getCheckCondition(String, Collection<?>, JdbcType) with an integral JdbcType		Phase 5	One Spanner override and two consumers were observed; migrate BooleanJavaType and the Spanner behavior to the general hook, remove the deprecated primitive-array delegation, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCheckCondition(java.lang.String,java.lang.Class)	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REMOVE	The enum-class convenience obscures the relational values and JDBC type which determine correct check-constraint rendering.	getCheckCondition(String, Collection<?>, JdbcType) with the mapped enum values and JdbcType		Phase 5	No overrides and one consumer were observed; migrate EnumJavaType to the general discrete-value hook and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCheckCondition(java.lang.String,long[])	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REMOVE	The deprecated primitive-array overload is an unused boxing bridge to another redundant overload.	getCheckCondition(String, Collection<?>, JdbcType) with an integral JdbcType		Phase 5	Deprecated for removal since 6.5 with no overrides or consumers; remove it directly and include it in the versioned check-condition Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsUserDefinedTypes()	TYPE_AND_FUNCTION	APPROVED	SPI	IMPLEMENT,SUPPLY	RETAIN	Provider Dialects declare whether mapped aggregate structures may be represented as database user-defined types.			Phase 5	Four overrides and one mapping-model consumer were observed; retain this focused capability independently of the exporter selected for schema commands.
method:org.hibernate.dialect.Dialect#getUserDefinedTypeExporter()	TYPE_AND_FUNCTION	APPROVED	SPI	USE,IMPLEMENT,SUPPLY	RETAIN	Provider Dialects supply the exporter which creates and drops their database-specific user-defined types and may select or configure a supported standard family implementation.			Phase 5	Two overrides and two schema-management consumers were observed; Exporter is already schema SPI, while UserDefinedType and the standard UDT exporter family must form a supported provider boundary.
method:org.hibernate.dialect.Dialect#getCreateUserDefinedTypeKindString()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	The UDT kind fragment is configuration of standard UDT create-command rendering rather than an independent general Dialect capability.	A supported standard UDT exporter family with configurable or overridable create-type grammar		Phase 5	Two Oracle-family overrides and one internal exporter consumer were observed; migrate the variation into the supported family and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getCreateUserDefinedTypeExtensionsString()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	The trailing UDT clause is configuration of standard UDT create-command rendering rather than an independent general Dialect capability.	A supported standard UDT exporter family with configurable or overridable trailing create-type clauses		Phase 5	Two DB2-family overrides and one internal exporter consumer were observed; migrate the variation into the supported family and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsIfExistsBeforeTypeName()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	IF EXISTS placement is part of UDT drop-command grammar and should be expressed atomically by the supplied UDT exporter family instead of one of two loosely coupled Dialect booleans.	Supported UDT exporter drop-grammar configuration or strategy		Phase 5	Five overrides and two exporter consumers were observed; migrate standard and Oracle exporter behavior and add a versioned Migration Guide entry.
